CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
TSCHEN01|TSCHEN01|02|TSCHENETT ELISABETH|MINI MARKET-SPORT SHOP|TRAFOI NR.9|STILFS|BZ|39020|00171460215||02|N||
TUCKET|TUCKET|02|GASTH. TUCKETT|ORTLER VALERIA|TRAFOI, 18|STILFS|BZ|39029|01241130218||02|N||
WALDRUHE|WALDRUHE|02|REST. WALDRUHE|MATTIVI RINO|SULDEN, 59|SULDEN|BZ|39029|00590530218||02|N||
WEISSE16|WEISSE16|02|LANDESRETTUNGSVEREIN ONLUS|WEISSES KREUZ SEKT. SULDEN|ROSIMSTRASSE, 154|SULDEN|BZ|39029|80006120218||02|N||
WEISSKNO|WEISSKNO|02|ZUM WEISSEN KNOTT|SALATINO GABRIELE|VIA TRAFOI, 61|STELVIO|BZ|39020|02995080211||02|N||
YAK|YAK|02|YAK. YETI OHG|DES BLASBICHLER DANIEL & THOMAS|FORSTSTR. 28|SULDEN|BZ|39029|02967820214||02|N||
ZIRM|ZIRM|02|GARNI ZIRM|THEINER ERIKA|KIRCHWEG 70|SULDEN|BZ|39029|02565370216||02|N||
ALTERS06|ALTERS07|03|ALTERSHEIM LAAS||.|LAAS|BZ|39020|02328850215||01|N||
ALTERS07|ALTERS07|03|KONSORTIUM BETRIEB|LAAS SCHLUDERNS|SCHULGASSE, 3|SCHLUDERNS|BZ|39020|02328850215||01|N||
ANGERGUT|ANGERGUT|03|ANGERGUT|DES MITTERER TOBIAS ANDREAS|ALTE STRASSE, 1 B|KASTELBELL|BZ|39020|03109020218||01|N||
AQUAFOR|AQUAFOR|03|AQUA FORUM BAR BISTRO PIZZERIA|USEINI TAIP|MARKTSTR. 48|LATSCH|BZ|39021|02418090219|1|01|N||
AQUAVVEN|AQUAVVEN|03|RIST. PIZZ. AQUAVVENTURA|BASKO & CO. SNC|VIA DEI CAMPI, 5|NATURNO|BZ|39025|02905680217|1|01|N||
BILDUNGS|BILDUNGS|03|CATERING SERVICE|OBERHOFER MARIALUISE|KATHARINABERG, 48|SCHNALS|BZ|39020|01119920211||01|N||
BRUGG|BRUGG|03|RADTREFF FISCHTEICH BRUGG|SCHATZER MARTIN|FISCHTEICH BRUGG, 10|SCHLANDERS|BZ|39028|03085090219||01|N||
BRUGGENW|BRUGGENW|03|BRUGGENWIRT ZORAN OHG|PEJASINOVIC ZORAN & CO.|SCHLOSSWEG, 1|GOLDRAIN LATSCH|BZ|39020|02264470218||01|N||
BURGERHE|BURGERHE|03|BURGERHEIM ST. NIKOLAUS VON|DER FLUE OBPB|DR. KARL TINZL STR. 19|SCHLANDERS|BZ|39028|00678820218|||N|02890|
CRAZY|CRAZY|03|CRAZY BURGER|ALBER MICHAEL|HAUPTSTRASSE, 11|LATSCH|BZ|39021|02932430214||01|N||
DIETL|DIETL01|03|PENSION DIETL|ORTLER GEORG WILHELM|HANS PEGGER STR. 6|LATSCH|BZ|39021|02969410212||01|N||
DIETL01|DIETL01|03|ORTLER GEORG WILHELM||ST. ANTONWEG, 60|PRAD AM STJ.|BZ|39026|02969410212||01|N||
DORFWIRT|DORFWIRT|03|DORFWIRT|KOXHA FLORIAN|HAUPTSTR. 35|LATSCH|BZ|39021|03248190211||01|N||
EGGERHOR|EGGERHOR|03|BACKEREI EGGER OHG|EGGER HORST & CO.|KUGELGASSE, 2|LATSCH|BZ|39021|01068890217||01|N||
EMPORI01|EMPORI01|03|EMPORIUM GENOSSENSCHAFT|CIG: Z5E261D6E7 - COD: 100.026|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI60|EMPORI60|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 501108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI61|EMPORI61|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 502108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI62|EMPORI62|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 504108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI63|EMPORI63|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 505108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI64|EMPORI64|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 506108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORI65|EMPORI65|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 507108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
EMPORISC|EMPORISC|03|EMPORIUM GENOSSENSCHAFT|CIG: ZD2297D767 KD.NR. 503108|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
ENZIAN02|ENZIAN02|03|GASTHOF ENZIANHUTTE|D. HANNY GUNTHER & CO. KG|MARTELL, 200|MARTELL|BZ|39020|00738070218||01|N||
ETZTHALE|ETZTHALE|03|CAFE' REST.ETZTHALERHOF|ETZTHALER FRIEDRICH|STAATSSTRASSE, 54|TSCHARS|BZ|39020|01071170219||01|N||
FANTAZY|FANTAZY|03|STREETFOOD FANTAZY|MOUZONI LAHSEN|GERICHTSTRASSE, 5|SCHLANDERS|BZ|39028|02464350210||01|N||
FERDY|FERDY|03|RESTAURANT FERDY|FLORIAN SCHWEMBACHER|STAATSSTRASSE, 43|KASTELBELL|BZ|39020|02923920215||01|N||
FISCHER|FISCHER|03|FISCHERKLUB KORTSCH|Z.H. KASSIER GEMASSMER GEORG|KORTSCH, 29 B|SCHLANDERS|BZ|39028|02202400210||01|N||
FLEISC02|FLEISC02|03|HOTEL FLEISCHMANN & SOHNE GMBH||ENNEWASSER, 156|MARTELL|BZ|39020|02652940210||01|N||
FORCHE01|FORCHE01|03|WEINHANDLUNG FORCHER|JOHANN FORCHER|STAATSSTRASSE, 47|KASTELBELL-GALSAUN|BZ|39020|00891790214||01|N||
FREIBA01|FREIBA01|03|MARKTGEMEINDE SCHLANDERS||HAUPTSTRASSE, 120|SCHLANDERS|BZ|39028|01095160212||01|N|02800|
FREIBAD|FREIBA01|03|FREIBAD SCHLANDERS||SCHWIMMBADSTRASSE, 12|SCHLANDERS|BZ|39028|01095160212||01|N||
GAMPER|GAMPER|03|DESPAR GAMPER|DES GAMPER ALOIS & CO.OHG|GOLDRAIN, 10|LATSCH|BZ|39021|00889540217||01|N||
GAMPER04|GAMPER04|03|KANONIKUS MICHAEL GAMPERWERK|SCHULERHEIM DR. KARL TINZL|KAPUZINERWEG, 7|SCHLANDERS|BZ|39028|00631520210||01|N||
GEMEIN34|GEMEIN34|03|GEMEINDE LAAS|CIG:Z3415098C9|VINSCHGAUSTRASSE, 52|LAAS|BZ|39023|00848050217||01|N||
GEORGSHO|GEORGSHO|03|GEORGSHOF - PETER SCHWIENBACHER|& ELENA PANAITE OHG|NIBELUNGENSTRASSE, 40|LATSCH/MORTER|BZ|39021|02934030210||01|N||
GEPA|GEPA|03|BISTRO BAR GEPA|DER STECHER GERLINDE|GEWERBEGEBIET, 21|VETZAN SCHLANDERS|BZ|39028|02790480210||01|N||
GLINDE|GLINDE01|03|PARKHOTEL ZUR LINDE GMBH||GOFLANERSTRASSE,35|SCHLANDERS|BZ|39028|01389380211||03|N|00500|
GLINDE01|GLINDE01|03|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GOLDEN01|GOLDEN01|03|HOTEL GOLDENE ROSE|WIELANDER THOMAS|HAUPTSTRASSE, 73|SCHLANDERS|BZ|39028|02654510219||01|N||
GOLDRA02|GOLDRA02|03|JAUSENSTATION GOLDRAINERSEE|HO.DA. OHG HOFFER DARIO & CO.|WEIHERWEG, 6|LATSCH|BZ|39021|02671680219||01|N||
GOLDRAIN|GOLDRAIN|03|REST. PIZZ. GOLDRAINERHOF|USEINI BERAT @IMERI ELFAT SNC|VINSCHGAUERSTR. 4|GOLDRAIN|BZ|39021|03197680212||01|N||
GRETA|GRETA|03|CAFE' KONDITOREI GRETA|DES PINGGERA WALTER|SCHULWEG, 7/G|LAAS|BZ|39023|01257750214||01|N||
GROGG|GROGG|03|GROGGALM|GLUDERER STEFAN|ENNEWASSER, 261|MARTELL|BZ|39020|00749670212||01|N||
GSTIRNER|GSTIRNER|03|GASTH. PENS. GSTIRNERHOF|GSTIRNER CHRISTINE|SPINEIDSTR. 5|KASTELBELL TSCHARS|BZ|39020|01485390213||01|N||
GUFLER|GUFLER|03|CAFE' GUFLER|KIEM ANDREA|MARCONISTRASSE, 4|SCHLANDERS|BZ|39028|03297460218||01|N||
HASENWIR|HASENWIR|03|HASENWIRT|BURATTI BRUNO|HAUPTSTRASSE, 115/B|SCHLANDERS|BZ|39028|02574120214||01|N||
HAUSHALT|HAUSHA01|03|FACHSCHULE FUR HAUSWIRTSCHAFT UND|ERNAHRUNG KORTSCH|SCHMIEDGASSE, 8|KORTSCH/SCHLANDERS 603138|BZ|39028|02607440217|||N|01880|
HBAUHO01|HBAUHO01|03|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HBAUHOF|HBAUHO01|03|HOTEL BAUHOF KG|KARIN LINSER|MAREINERSTRASSE,1|KASTELBELL|BZ|39020|01342330212||03|N||
HELENE|HELENE|03|CAFE' HELENE|KLAMMSTEINER ERHARD & CO. KG|MARKTGASSE, 20/C|LATSCH|BZ|39021|02826720217||01|N||
HJAGDH02|HJAGDH03|03|HOTEL JAGDHOF GMBH||HERRENGASSE, 15|LATSCH|BZ|39021|01342330212||03|N||
HJAGDH03|HJAGDH03|03|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HLEBEN01|HLEBEN01|03|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HLEBENSH|HLEBEN01|03|ZENTRUM MIT BEHINDERUNG|LEBENSVERBAND LEBENSHILFE|DR. KARL TINZL STRASSE, 12|SCHLANDERS|BZ|39028|01342330212||02|N||
HOLDERLE|HOLDERLE|03|KAFFEE HOLDERLE|FLEISCHMANN WOLFGANG|INNERMARTELL, 17|MARTELL|BZ|39020|01347260216||01|N||
HPARAD04|HPARAD05|03|HOTEL PARADIES GMBH||QUELLENWEG, 12|LATSCH|BZ|39021|01342330212|1|03|N||
HPARAD05|HPARAD05|03|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HVINSC01|HVINSC01|03|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HVINSCHG|HVINSC01|03|VINSCHGERHOF KG|DES MANFRED PINZGER|VEZZAN, 37|SCHLANDERS|BZ|39028|01342330212||03|N||
JOLLY|JOLLY|03|PIZZERIA JOLLY|USEINI SIRAFAT|MARKTSTRASSE, 1|LATSCH|BZ|39021|02907760215|1|01|N||
JOLLY01|JOLLY01|03|BAR CAFE JOLLY|CERVENAKOVA MIROSLAVA|MARKTSTRASSE,1|LATSCH|BZ|39021|02689140214||01|N||
KESSLWIR|KESSLWIR|03|HOTEL KESSLWIRT|GURSCHLER VGMBH|TOMBERGWEG, 4|KASTELBELL - TSCHARS|BZ|39020|03074940218||01|N||
KIEM|KIEM01|03|METZGEREI KIEM GMBH||STAATSSTRASSE, 13|KASTELBELL|BZ|39020|02927310215||01|N||
KINDER01|KINDER01|03|KINDERGARTEN LAAS|GEMEINDE LAAS|VINSCHGAUSTRASSE, 52|LAAS|BZ|39023|00848050217||01|N||
KINDER31|KINDER31|03|KINDERGARTEN MORTER||NIEBELUNGENSTRASSE, 30|MORTER|BZ|39020|00396990210||01|N||
KINDER36|GEMEIN34|03|KINDERGARTEN TSCHENGLS||DORF, 15|TSCHENGLS|BZ|39020|00848050217||01|N||
KINDER55|KINDER55|03|KINDERGARTEN LATSCH||HAUPTSTRASSE, 61|LATSCH|BZ|39021|00396990210||01|N||
KINDER60|EMPORI60|03|KINDERGARTEN KORTSCH|GEMEINDE SCHLANDERS 501108|AGIDUSWEG, 2 FRAKTION KORTSCH|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KINDER61|EMPORI61|03|KINDERGARTEN GOFLAN|GEMEINDE SCHLANDERS 502108|MARIAN TUMLER, 12|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KINDER62|EMPORI62|03|DEUTSCHER KINDERGARTEN|GEMEINDE SCHLANDERS 504108|KARL SCHONHERR STR. 21|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KINDER63|EMPORI63|03|ITALIENISCHER KINDERGARTEN|GEMEINDE SCHLANDERS 505108|HAUPTSTRASSE, 142|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KINDER64|EMPORI64|03|DEUTSCHER KINDERGARTEN SOMMERKG|MARKTGEMEINDE SCHLANDERS|KARL SCHONHERR STR. 21|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KINDER65|EMPORI65|03|ITALIENISCHER KINDERGARTEN SOMMERKG|MARKTGEMEINDE SCHLANDERS|HAUPTSTRASSE, 142|SCHLANDERS|BZ|39028|02607440217|||N|02280|
KNOFELKE|KNOFELKE|03|JAUSENSTATION KNOFELKELLER KG|DER MULLER CLAUDIA & CO. KG|ST. MEDARDUSWEG, 34|TARSCH BEI LATSCH|BZ|39021|02714570211||01|N||
KOCHENMO|KOCHENMO|03|BAD KOCHENMOOS|KOSTADINOVSKI GOGE|STABEN, 3|NATURNS|BZ|39025|02642830216||01|N||
KONSUMVE|KONSUMVE|03|KONSUMGENOSSENSCHAFT|LAAS GEN.M.B.H.|VINSCHGAUERSTRASSE, 49|LAAS|BZ|39023|00121880215||03|N||
KOSTBAR|KOSTBAR|03|KOSTBAR|D. SARAH OBERHOFER|PLATZERGASSE, 3A|MORTER|BZ|39021|03040400214||01|N||
KRONE|KRONE|03|HOTEL ZUR KRONE|DES STOCKER LORENZ & CO.KG|NIBELUNGENSTRASSE, 28|LATSCH|BZ|39021|02396000214||01|N||
KRONE02|KRONE02|03|GASTHAUS KRONE - HAUSER|ELISABETH & GEICK ENRICO OHG|FELIUSSTRASSE, 64|LAAS|BZ|39023|02792300218||01|N||
KUPPELRA|KUPPELRA|03|GASTHOF KUPPELRAIN KG|SONIA EGGER & JORG TRAFOIER|BAHNHOFSTRASSE, 16|KASTELBELL|BZ|39020|01299540219||01|N||
KURZRAS|KURZRAS|03|SUPERMARKET KURZRAS|D. SCHONWWEGER WALTRAUD KG|KURZRAS - CENTER, 12 C|SCHNALS|BZ|39020|00695920215||01|N||
LAIMER01|LAIMER01|03|LAIMER KONRAD||GERBERWEG, 13|NATURNS|BZ|39025|00697460210||01|N||
LAMM01|LAMM01|03|GASTHOF ZUM WEISSEN LAMM|HO.DA. OHG D.HOFFER DARIO & CO.|MARKTSTR. 2|LATSCH|BZ|39021|02671680219||01|N||
LANBACHE|LANBACHE|03|IRENE MARIA LANBACHER||GOFLAN NR. 36|SCHLANDERS|BZ|39028|02532100217||01|N||
LATSCH01|LATSCH01|03|LATSCHER ALM|HOLZKNECHT JESSICA|VALTNEIDWEG, 140|LATSCH|BZ|39021|03209570211||01|N||
LATSCH02|LATSCH02|03|LATSCHER IMBISS|FLEISCHMANN VIKTORIA|PLATZERGASSE, 34|LATSCH|BZ|39020|02445460211||01|N||
LATSCH03|LATSCH03|03|LATSCHER SKICENTER SRL|||LATSCH|BZ|39021|00205430218||01|N||
LATSCHER|LATSCHER|03|LATSCHERHOF OHG|DES KIEM WERNER & CO.|LATSCH|LATSCH|BZ|39021|01395790213||01|N|00700|
LAURIN|LAURIN|03|GASTHAUS LAURIN|HEINZ BERNHART|VINSCHGAUERSTRASSE,7|GOLDRAIN|BZ|39020|01256070218||01|N||
LAVENOST|LAVENOST|03|LA VENOSTANA|D. LAIMER VALENTIN|GOFLANERSTRASSE, 18|SCHLANDERS|BZ|39028|00768400210||01|N||
LEGGERI|LEGGERI|03|METZGEREI LEGGERI|KURT & ROBERT OHG|HAUPTSTRASSE, 109|SCHLANDERS|BZ|39028|01410380214||01|N||
LOWE|LOWE|03|GASTHOF LOWE|STRICKER SIEGFRIED|BINDERGASSE, 4|LATSCH|BZ|39021|00081220212||01|N||
MARKTG01|MARKTG01|03|KINDERGARTEN GOLDRAIN|MARKTGEM.LATSCH|HAUPTPLATZ, 6|LATSCH|BZ|39021|00396990210||01|N||
MARSON01|MARSON01|03|MARSONER GERHARD||HOFGASSE, 1|LATSCH|BZ|39021|00186300216||01|N||
MARTIN01|MARTIN01|03|HOTEL REST. MARIA THERESIA|D. TAPPEINER N. & CO. KG|STAATSSTRASSE, 15|SCHLANDERS|BZ|39028|01498160215||01|N||
MATHILDA|MATHILDA|03|RESIDENCE MATHILDA|FAM. TSCHENETT|DORFSTRASSE, 14 VETZAN|SCHLANDERS|BZ|39028|00373470210||01|N||
MEISTER|MEISTER|03|WOLFGANG MEISTER & CO.OHG||HAUPTSTRASSE, 19|SCHLANDERS|BZ|39028|01185040217||01|N||
MITTELVI|MITTELVI|03|MITTELVINSCHGER SCHAFZUCHTVEREIN|Z.H. TELFSER ANDREAS|SONNENBERG, 10|SCHLANDERS|BZ|39028|82028940219||01|N||
MOSER01|MOSER01|03|MOSER'S SPECK - ALM|DER MOSER CHRISTINE & CO. OHG|J. WEINGARTNER-STR. 56|ALGUND|BZ|39022|01708940216||01|N||
MUSIKK09|MUSIKK09|03|BURGERKAPELLE LATSCH||HANS SAGER GASSE, 3|LATSCH|BZ|39021|82026280212||01|N||
NIEDERL|NIEDERL|03|BACKEREI NIEDERL A.& CO.OHG||VINSCHGAUERSTRASSE,28|EYRS|BZ|39020|01615420211||01|N||
OBERMOOS|OBERMOOS|03|HOTEL OBERMOOSBURG|DES GURSCHLER ROLAND & CO. KG|GRAF-HENDL-STRASSE, 42|GOLDRAIN|BZ|39020|01224500213||01|N||
OBERWI04|OBERWI04|03|GASTHAUS OBERWIRT|LADURNER G & CO OHG|STAATSSTRASSE,2|KASTELBELL|BZ|39020|00447410218||01|N||
ORTLER02|ORTLER02|03|GELATERIA ORTLER|ROSMARIE FERLITO|VIA COVELANO, 13|SILANDRO|BZ|39028|03063430213||01|N||
PANORA01|PANORA01|03|GENUSSHOTEL PANORAMA|DER RAFFEINER JASMINE|ALTE STRASSE 18|KASTELBELL-TSCHARS|BZ|39020|02853830210||01|N||
PASUI|PASUI|03|CAFE' PA SUI VINSCHGER MUEHLE|DER KOLLERITSCH DORIS & CO.KG|LIDOSTRASSE, 2|SCHLANDERS|BZ|39028|01255740217||01|N||
PBAMBO01|PBAMBO01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBAMBOO|PBAMBO01|03|BAMBOO KG|STRICKER SANDRA & C.|SCHANZENSTRASSE, 5|GOLDRAIN|BZ|39021|02616790214||02|N||
PBAR|PBAR01|03|HOTEL VERMOI KG CAMPING BAR|D. RINNER THOMAS & CO.|REICHSTRASSE, 4|LATSCH|BZ|39021|02616790214||02|N||
PBAR01|PBAR01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBIERK01|PBIERK01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBIERKEL|PBIERK01|03|BIERKELLER LATSCH|ANTON RINNER & CO. KG|VALTNEIDWEG, 2|LATSCH|BZ|39021|02616790214||02|N||
PBURGA01|PBURGA01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBURGAUN|PBURGA01|03|HOTEL BURGAUNERHOF|PIRCHER GUNTHER|BURGAUN, 196|MARTELL|BZ|39020|02616790214||02|N||
PCAMPI06|PCAMPI07|03|CAMPING CEVEDALE|CAMPING LATSCH KG D, RINNER THOMAS|VINSCHGAUERSTRASSE, 59|GOLDRAIN|BZ|39021|02616790214||02|N||
PCAMPI07|PCAMPI07|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PFUX|PFUX01|03|APPARTHOTEL FUX|FUCHS GERHARD|TORGGLWEG, 17|SCHLANDERS|BZ|39028|02616790214||02|N||
PFUX01|PFUX01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGESCH01|PGESCH01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGESCHAF|PGESCH01|03|HOTEL VERMOI KG GESCHAFT CAMPING|D. RINNER THOMAS & CO.|REICHSTRASSE, 4|LATSCH|BZ|39021|02616790214||02|N||
PGOLDE04|PGOLDE05|03|HOTEL GOLDENER LOWE|MARKUS WIESER & CO.KG|DANTESTRASSE, 6|SCHLANDERS|BZ|39020|02616790214||02|N||
PGOLDE05|PGOLDE05|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGROGG|PGROGG01|03|GROGGALM|WALDHEIM KG D. MAIR A. & C.|ST. MARIA, 16|MARTELL|BZ|39020|02616790214||02|N||
PGROGG01|PGROGG01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHIMME01|PHIMME01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHIMMELR|PHIMME01|03|GASTHOF HIMMELREICH GMBH|FLIRI ROSA KARIN|KLOSTERGASSE, 15|TSCHARS|BZ|39020|02616790214||02|N||
PMARTE01|PMARTE01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMARTELL|PMARTE01|03|HOTEL MARTELLERHOF|D. GRASSL BARBARA|GANDWEG, 39|MARTELL|BZ|39020|02616790214||02|N||
PMARTI01|PMARTI01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMARTIN|PMARTI01|03|PENSION MARTIN|MARTIN KG ROBERT MARTIN &CO.KG|HOFERGASSE, 14 - MORTER|LATSCH|BZ|39021|02616790214||02|N||
PMATIL01|PMATIL01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMATILLH|PMATIL01|03|HOTEL MATILLHOF|D. A. DIETL & C. KG|HANS-PEGGER-STRASSE, 6/A|LATSCH|BZ|39021|02616790214|1|02|N||
PMONTA02|PMONTA03|03|RESIDENCE MONTANI GMBH|FUCHS KAROLINE|PLAFATWEG, 14-16|LATSCH|BZ|39021|02616790214||02|N||
PMONTA03|PMONTA03|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
POBERM01|POBERM01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
POBERMOO|POBERM01|03|HOTEL OBERMOOSBURG|DES GURSCHLER ROLAND & CO. KG|GRAF-HENDL STR. 42 GOLDRAIN|LATSCH|BZ|39021|02616790214||02|N||
PRIESE01|PRIESE01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PRIESEN|PRIESE01|03|BAR PIZERIA ZUM RIESEN|TEAM M&S OHG D. MIRJAM GOETSCH|BRUNNENWEG, 12|TARSCH|BZ|39021|02616790214||02|N||
PSACHS01|PSACHS01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSACHSAL|PSACHS01|03|PENSION SACHSALBER|SACHSALBER MARTHA & CO. KG|OBERMUHLWEG, 20 - TARSCH|LATSCH|BZ|39021|02616790214||02|N||
PSARDI01|PSARDI01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSARDIS|PSARDI01|03|RESIDENCE SARDIS|HOTEL HIMMELREICH GMBH|RASLWEG, 16|TSCHARS|BZ|39020|02616790214||02|N||
PSENNE03|PSENNE04|03|BACKEREI KONDITOREI LATSCH||HAUPTSTRASSE, 47/A|LATSCH|BZ|39025|00740950217||01|N||
PSENNE04|PSENNE04|03|BACKEREI KONDITOREI PSENNER GMBH||HAUPTSTRASSE, 63|NATURNS|BZ|39025|00740950217||01|N||
PSENNE05|PSENNE06|03|BACKEREI KONDITOREI SCHLANDERS||HAUPTSTRASSE, 96|SCHLANDERS|BZ|39028|00740950217||01|N||
PSENNE06|PSENNE06|03|BACKEREI KONDITOREI PSENNER GMBH||HAUPTSTRASSE, 63|NATURNS|BZ|39025|00740950217||01|N||
PSONNE|PSONNE01|03|ZUR SONNE KG|DES MARSEILER WERNER & CO.|VINSCHGAUERSTRASSE, 24|LAAS|BZ|39023|02616790214||02|N||
PSONNE01|PSONNE01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PTANJA|PTANJA01|03|HOTEL TANJA|TAPPEINER JOHANN & CO. KG|HAUPTSTRASSE, 84|LATSCH|BZ|39021|02616790214||02|N||
PTANJA01|PTANJA01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PTARSC01|PTARSC01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PTARSCHE|PTARSC01|03|BERGGASTHOF TARSCHER ALM|TEAM M&S OHG D. MIRJAM GOETSCH|BRUNNENWEG, 12|TARSCH|BZ|39021|02616790214||02|N||
PVERMO01|PVERMO01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PVERMOI|PVERMO01|03|HOTEL CAMPING LATSCH KG|D. RINNER THOMAS|REICHSTRASSE, 4|LATSCH|BZ|39021|02616790214||02|N||
PWALDH01|PWALDH01|03|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PWALDHEI|PWALDH01|03|HOTEL WALDHEIM OHG|MAIR HERMANN UND ALEXANDER|ST. MARIA, 16|MARTELL|BZ|39020|02616790214||02|N||
RATEIS|RATEIS|03|PIZZERIA RATEIS|FREI JURGEN|KATHARINABERG, 48|SCHNALS|BZ|39020|02382350219||01|N||
