CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
HANGEL01|HANGEL01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HASEN|HASEN|00|CAFE'ZUM HASEN|KROLL OSWALD & CO.|PFARRPLATZ,1|LANA|BZ|39011|01686590215||01|N||
HASTER|HASTER01|00|HOTEL ASTER|ASTER SRL|DANTESTRASSE, 40|MERAN|BZ|39012|01342330212||02|N||
HASTER01|HASTER01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HBALLGUT|HBALLG01|00|HOTEL BALLGUTHOF KG|FAM HOEFLER|BRANDISWEG, 2/A|LANA|BZ|39011|01342330212||02|N||
HBIRKE01|HBIRKE01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HBIRKENH|HBIRKE01|00|KIRCHSTEIGER KG D.PIRCHER CHR.|VILLA BIRKENHOF|BADLWEG, 3|VOLLAN|BZ|39011|01342330212||02|N||
HECHERHO|HECHERHO|00|HECHERHOF|LEX KLAUS|KATZENSTEINSTRASSE, 38|MERAN|BZ|39012|02307300216||01|N||
HEDAN|HEDAN|00|HEDAN SNC -OHG|HEINRICH DANAY & C.|BINDERGASSE, 13|ANDRIAN|BZ|39010|01369870215||01|N||
HEUROP01|HEUROP01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HEUROP02|HEUROP03|00|BAR EUROPA|ALFRED STROHMER GMBH|FREIHEITSSTRASSE, 178|MERAN|BZ|39012|01342330212||02|N||
HEUROP03|HEUROP03|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HEUROPA|HEUROP01|00|HOTEL EUROPA SPLENDID|D. ALFRED STROHMER GMBH|FREIHEITSSTRASSE, 178|MERAN|BZ|39012|01342330212||02|N||
HGEORG01|HGEORG01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HGEORGEN|HGEORG01|00|PANORAMAHOTEL ST. GEORGEN|EHRLICH KG D. EHRLICH FLORIAN & C.|ST. GEORGENERSTR. 36 C|SCHENNA|BZ|39017|01342330212||02|N||
HGLANZ01|HGLANZ01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HGLANZHO|HGLANZ01|00|HOTEL GLANZHOF KG|EGGER WALTER & CO|NORDERSTRASSE, 1|MARLING|BZ|39020|01342330212||02|N||
HGV|HGV|00|HGV - SERVICE GENOSSENSCHAFT||SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|00576540215||01|N||
HHIRZE01|HHIRZE01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HHIRZER|HHIRZE01|00|HOTEL HIRZER GMBH||FALZEBENSTRASSE, 68|HAFLING|BZ|39010|01342330212||03|N||
HILFMIR|HILFMIR|00|HILF MIR|PASSLER RICHARD|BOZNERSTR. 15/11|LANA|BZ|39011|91030130214||01|N||
HIMPER01|HIMPER01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HIMPERIA|HIMPER01|00|RESIDENCE IMPERIAL ART|EUROPA SPLENDID HOTEL GMBH|FREIHEITSSTRASSE, 110|MERAN|BZ|39012|01342330212||02|N||
HIRSCH01|HIRSCH01|00|GASTHOF HIRSCHEN|LOSCH BRIGITTE|HAUPTSTRASSE, 41|LAAS|BZ|39023|00552170219||01|N||
HJOSEF|HJOSEF01|00|JOSEF MOUNTAIN RESORT|CUMART GMBH|FALZEBENERSTR. 225|HAFLING|BZ|39010|01342330212||03|N||
HJOSEF01|HJOSEF01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HJULIA01|HJULIA01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HJULIANE|HJULIA01|00|HOTEL JULIANE KG|D. INDERST JOHANN & C.|FELDWEG, 6|MERAN|BZ|39012|01342330212||02|N||
HKIRCH01|HKIRCH01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HKIRCHST|HKIRCH01|00|KIRCHSTEIGER KG D.PIRCHER CHR.|GASTHOF KIRCHSTEIGER|PROBST WIESER WEG, 5|LANA / VOELLAN|BZ|39011|01342330212||02|N||
HLADUR01|HLADUR01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HLADURNE|HLADUR01|00|HOTEL LADURNER|LADURNER SIEGFRIED|O.GAIGHERSTRASSE, 13|MERAN|BZ|39012|01342330212||02|N||
HMARIATH|HMARIA01|00|ROSENHOTEL MARIA THERESIA|DES KUEN WOLFGANG & CO. KG|ROSENGARTENSTRASSE, 10|ALGUND|BZ|39022|01342330212||02|N||
HMIRAB01|HMIRAB01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HMUCHE01|HMUCHE01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HMUCHELE|HMUCHE01|00|HOTEL MUCHELE GMBH||MAIERGASSE, 1|BURGSTALL|BZ|39014|01342330212||03|N||
HOBERL01|HOBERL01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HOBERLEC|HOBERL01|00|OBERLECHNER KG||VELLAU, 7|ALGUND|BZ|39022|01342330212||02|N||
HOCHSTER|HOCHSTER|00|HOCHSTERHUTTE|D. BERTAGNOLLI|AUSSERLAHN, 16|ST. GERTRAUD|BZ|39010|01352850216|1|01|N||
HOCKEY|HOCKEY|00|HOCKEY CLUB MERANO JUNIOR||VIA PALADE, 74|MERANO|BZ|39012|02335220212|1|01|N||
HOFMANNK|HOFMANNK|00|HOFMANNKELLER||KRAVOGLSTRASSE,8|LANA|BZ|39011|||01|N||
HOFSTATT|HOFSTATT|00|BUSCHENSCHANK HOFSTATTERHOF|GASSEBNER OSKAR|OBERNARAUNERWEG, 11|TISENS|BZ|39010|01158180214||01|N||
HOLZL01|HOLZL01|00|HOLZL JOHANN & CO.||LAUBENGASSE, 215|MERAN|BZ|39012|01509670210||01|N||
HOLZMANN|HOLZMANN|00|GARDEN HOTEL HOLZMANN|DES LORENZ HOLZMANN|BRENNERSTRASSE,15|MERAN|BZ|39012|00432060218||01|N||
HOLZNE01|HOLZNE01|00|HOLZNER JOSEF||GAMPENSTRASSE, 15|TSCHERMS|BZ|39010|01693350215||01|N||
HOLZNE02|HOLZNE02|00|HOLZNER ALEXANDER|DORFMETZGEREI|A. HOFERSTRASSE, 15|LANA|BZ|39011|01436230211||01|N||
HONGKONG|HONGKONG|00|RISTORANTE HONGKONG||VIA GARIBALDI, 3|MERANO|BZ|39012|02246220210|1|01|N||
HPIENZ01|HPIENZ01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HPIENZEN|HPIENZ01|00|HOTEL PIENZENAU|AM SCHLOSSPARK OHG|HOFER ROBERT|PIENZENAUWEG, 1/A MERAN|BZ|39012|01342330212|1|02|N||
HPLANT01|HPLANT01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HPLANTIT|HPLANT01|00|ANSITZHOTEL PLANTITSCHERHOF|GUFLER JOHANNES|DANTE ALIGHIERI-STRASSE, 56|MERAN|BZ|39012|01342330212||02|N||
HPOLLI01|HPOLLI01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HPOLLING|HPOLLI01|00|HOTEL POLLINGER GMBH||MARIA TROSTSTRASSE, 30|MERAN|BZ|39012|01342330212||02|N||
HSONNE01|HSONNE01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|01342330212||01|N|00700|
HSONNENH|HSONNE01|00|PENSION SONNENHEIM|PLANK ALOIS & CO OHG|HAFLING,63|HAFLING|BZ|39010|01342330212||01|N|00700|
HSULFN01|HSULFN01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HTIROL01|HTIROL01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HTIROLEN|HTIROL01|00|HOTEL TIROLENSIS|HOLIDAY GMBH|PRISSIANERSTRASSE, 75/A|TISENS|BZ|39010|01342330212||02|N||
HTIVOL01|HTIVOL01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HTIVOLI|HTIVOL01|00|HOTEL VILLA TIVOLI|DEFRANCESCHI RUDOLF & C. KG|VERDISTRASSE, 72|MERAN|BZ|39012|01342330212||02|N||
HUBER03|HUBER03|00|HUBER SPECK|DES HUBER GUNTHER|FALGERWEG, 1|VOLLAN|BZ|39011|03143760217||01|N||
HURBAN|HURBAN01|00|PENSIONE ST. URBAN|ASTER SRL|VIA SCHALLHOF, 16|MERANO|BZ|39012|01342330212||02|N||
HURBAN01|HURBAN01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HVIERT01|HVIERT01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HVIKTO01|HVIKTO01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|01342330212||01|N|00700|
HVIKTORI|HVIKTO01|00|HOTEL VIKTORIA|D. PLATZER MANFRED KG|FALZEBNERSTRASSE, 9|HAFLING|BZ|39010|01342330212||02|N||
HVOLLA01|HVOLLA01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N|00700|
HVOLLANE|HVOLLA01|00|VOLLANERHOF GMBH||PROBST WIESER WEG, 30|VOLLAN|BZ|39011|01342330212||02|N||
HWESTE01|HWESTE01|00|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N|00700|
HWESTEND|HWESTE01|00|HOTEL WESTEND|D.ALEXANDER STROHMER GMBH|SPECKBACHERSTRASSE, 9|MERAN|BZ|39012|01342330212||01|N||
INITIATI|INITIATI|00|INITIATIVE 1 GMBH||VIA DANTE, 79|MERANO|BZ|39012|01741240210|1|01|N||
INNEREBN|INNEREBN|00|INNEREBNER MARTHA IN|NARDONE - OBST U. GEMUSE|HAUPTSTRASSE, 84|SCHLANDERS|BZ|39028|00989620216||01|N||
INNERH01|INNERH01|00|INNERHOFER PHOTODESIGN|OHG|FREIHEITSSTRASSE, 129|MERAN|BZ|39012|02208300216||01|N||
INNERWIR|INNERWIR|00|GAST.POST|GRUBER MARTA|ST.PANKRAZ,96|ST.PANKRAZ|BZ|39010|01697320212||01|N||
INSPEK01|INSPEK01|00|INSP.F.LAND-F-HAUSWIRTS.|BERUFSERTUCHTIGUNG|ESF-BAUERLICHER HAUSGARTEN|BRENNERSTR.6 BOZEN|BZ|39100|||01|N||
INSPEKTO|INSPEKTO|00|INSP.F.BERUFS.AUSBILD IN|DEUTSCH.& LADIN.SPRACHE|DANTESTRASSE,11|BOZEN|BZ|39100|00390090215||01|N||
IPPODROM|IPPODROM|00|PIZZERIA IPPODROMO||VIA PALADE, 140|MERANO|BZ|35012|01253410219|1|01|N||
IPRONA|IPRONA|00|IPRONA LANA SPA||INDUSTRIESTRASSE, 1/6|LANA|BZ|39011|00207010216||01|N||
IRIS|IRIS|00|PENSION IRIS|RIEDER JOHANN|PETRARCA STRASSE, 36|MERAN|BZ|39012|00038620217||01|N||
JOHANNEU|JOHANNEU|00|BISCHOFLICHES SEMINAR|JOHANNEUM|SEMINARSTRASSE, 25|DORF TIROL|BZ|39019|82001210218||01|N||
JUGENDLA|JUGENDLA|00|JEKA ST.PAULUS|JUGENDLAGER MARTELL|RIED 103|MARTELL|BZ|39020|||01|N||
JUNGLE|JUNGLE|00|JUGENDZENTRUM JUNGLE|EMANUELA ALBIERI|ST. JOSEFSTRASSE, 1|MERAN|BZ|39012|01434340210||01|N||
KAISER01|KAISER01|00|LANDESHOTELFACHSCHULE KAISERHOF|DIAT LEHRGANG CIG: Z0C11E36B9|FREIHEITSSTRASSE, 115|MERAN|BZ|39012|00390090215||01|N||
KAISER02|KAISER02|00|LANDESHOTELFACHSCHULE KAISERHOF|LEHRGANG FIT FOR FUN|FREIHEITSSTR. 115|MERAN|BZ|39012|00390090215||01|N||
KAISERHO|KAISER04|00|LANDESHOTELFACHSCHULE|KAISERHOF|FREIHEITSSTRASSE, 155|MERAN|BZ|39012|02607440217|||N|02180|
KATHOL02|KATHOL02|00|KATH. JUNGSCHAR SUDTIROLS|ORTSGRUPPE TIROL|SILVIUS-MAGNAGO-PLATZ 7|BOZEN|BZ|39100|80008880215||01|N||
KATZENZU|KATZENZU|00|CASTEL KATZENZUNGEN OHG|POBITZER E.& CO.|PRISSIAN NR. 11|TISENS|BZ|39010|01561590215||01|N||
KAUFMA01|KAUFMA01|00|KAUFMANN CLAUDIA KG||DR.WEINGARTNERSTRASSE, 34|LANA|BZ|39011|02750440212|||N||
KELLEREI|KELLEREI|00|KELLEREIGENOSSSENSCHAFT|NALS|HEILIGBERGERSTRASSE, 2|NALS|BZ|39010|00126790211||01|N||
KERSCHBA|KERSCHBA|00|KERSCHBAUMER ALOIS|WEISSEN - HOF|WEISSENHOF-NALSERSTR.8|VILPIAN|BZ|39010|01412950212||01|N||
KINDER03|KINDER03|00|GEMEINDE SCHENNA|KINDERGARTEN|ERZH. JOHANN PLATZ, 1|SCHENNA|BZ|39017|00446860215|||N|02080|
KINDER04|KINDER04|00|KINDERGARTEN DORF TIROL|GEMEINDE DORF TIROL|HASLACHSTRASSE 8|DORF TIROL|BZ|39019|00445330210|||N|01980|
KINDER10|KINDER10|00|KINDERGARTENVEREIN OBERMAIS|OBERMAIS|VERGILSTRASSE, 28|MERAN|BZ|39012|91001760213||01|N||
KINDER12|KINDER12|00|SCUOLA MATERNA| LA FIABA|VIA BERSAGLIO, 22|MERANO|BZ|39012|00394920219|1||N|01650|
KINDER13|GEMEIN13|00|SCUOLA MATERNA GIROTONDO|CIG: ZCA0CC0A03|VIA ROMA, 132|MERANO|BZ|39012|00394920219|1||N|01650|
KINDER14|GEMEIN14|00|SCUOLA MATERNA REGINA ELENA||VIA BATTISTI, 10|SINIGO - MERANO|BZ|39012|00394920219|1||N||
KINDER15|GEMEIN15|00|SCUOLA MATERNA FROBEL||CORSO LIBERTA', 127|MERANO|BZ|39012|00394920219|1||N||
KINDER17|GEMEIN17|00|NIDO MADDALENA DI CANOSSA||MAIASTRASSE, 1/A|MERAN|BZ|39012|00394920219|||N||
KINDER18|KINDER18|00|SCUOLA MATERNA||VIA ROMA,67|POSTAL|BZ|39014|01279760217|1|01|N||
KINDER19|GEMEIN19|00|KINDERGARTEN  MERAN STADT|CIG: ZCA0CC0A03|GALILEISTRASSE, 39|MERAN|BZ|39012|00394920219|||N|01650|
KINDER29|KINDER29|00|GEMEINDE MARLING|ABLADESTELLE KINDERGARTEN|KIRCHPLATZ, 1|MARLING|BZ|39020|00232370213|||N|02280|
KINDER33|GEMEIN44|00|SCUOLA MATERNA MAIA ALTA| COCCINELLA|VIA VIRGILIO, 28|MERANO|BZ|39012|00394920219|1||N|01650|
KINDER35|KINDER35|00|KINDERGARTEN VERDINS|GEMEINDE SCHENNA|ERZH. JOHANN PLATZ, 1|SCHENNA|BZ|39017|00446860215|||N|02080|
KINDER38|KINDER38|00|GEMEINDE TISENS||DORF, 80|TISENS|BZ|39010|82005150212|||N|01680|
KINDER40|GEMEIN40|00|KINDERGARTEN ST. GEORG|SOMMERINITIATIVEN 2010|VERGILSTRASSE, 28|MERAN|BZ|39012|00394920219|||N|01650|
KIOSKZOS|KIOSKZOS|00|KIOSK ZOSCHG||NATIONALSTRASSE, 10|LATSCH|BZ|39021|01220510216||01|N||
KIRCHS01|KIRCHS01|00|GASTHOF KIRCHSTEIGER|PIRCHER VERUSCHKA|ST.WALBURG 179|ULTEN|BZ|39016|01675140212||01|N||
KIRCHS02|KIRCHS02|00|HANDLUNG KIRCHSTEIGER|PIRCHER BRUNO|ST.WALBURG|ULTEN|BZ|39016|00179760210||01|N||
KLEONALO|KLEONALO|00|KLEON ALOIS||FRAKTION SALTAUS, 5|SALTAUS|BZ|39010|01601130212||01|N||
KOFLER03|KOFLER03|00|MODEHAUS KOFLER||Brennerstrasse 35|VAHRN|BZ|39040|01179500218|T|01|N||
KOFLER05|KOFLER05|00|GEBR. KOFLER|SPECK U. WURSTERZEUGUNG|MALGASOTT, 2|U.L.FRAU WALDE ST.FELIX|BZ|39010|00374130219||01|N||
KONIG|KONIG|00|KONIG HERMANN KG|DER KONIG MARGRET|FREIHEITSSTRASSE, 168|MERAN|BZ|39012|01192240214||01|N||
KROLLNER|KROLLNER|00|PENSION KROLLNERHOF KG|CARLI MICHAELA UND NICOLE|ULTNERSTRASSE, 1/A|LANA|BZ|39011|00596110213||01|N||
KUHNEL|KUHNEL|00|JUWELIER GERHARD KUHNEL||HAUPTSTRASSE, 91|SCHLANDERS|BZ|39028|00734220213||01|N||
KURVERWA|KURVERWA|00|KURVERWALTUNG MERAN||FREIHEITSSTR, 45|MERAN|BZ|39012|00197440217||01|N||
KVW04|KVW04|00|KVW|SENIORENKLUB SCHNALS|UNSER FRAU, 120|SCHNALS|BZ|39020|93000380217||01|N||
LAGEDER|LAGEDER|00|HANDLUNG LAGEDER|LAGEDER PETER PAUL|MAREINERSTRASSE, 2|KASTELBELL|BZ|39020|02241800214||01|N||
LALTRAFR|LALTRAFR|00|L'ALTRA FRUTTA|LUNARDI SANDRO & C. SNC|VIA L. BENEDETTI, 27|GALZIGNANO TERME|PD|35030|00093700284|1||N||
LANANERD|LANANERD|00|LANANER DORFFEST|SCHONWEGER ROBERT|HIRZERSTRASSE, 35/B|LANA|BZ|39011|91300300216||01|N||
LANAREPR|LANAREPR|00|LANAREPRO GMBH||PETER-ANICH-STR. 14|LANA INDUSTRIEGEBIET|BZ|39011|00842170219||01|N||
LANER|LANER|00|LANER REINHARD|WURSTELSTAND UNTERMAIS|LOCHERWEG,20|HAFLING|BZ|39010|01688830213||01|N||
LECHNER|LECHNER|00|LECHNER|HERBERT|DR.-F.-TAPPEINER-GASSE, 1|LAAS|BZ|39023|00860730217||01|N||
LEHRLI01|LEHRLI01|00|AMT FUR LEHRLINGSWESEN SERVICE|Z.H. HERRN MANFRED AGOSTINI|RAIFFEISENSTRASSE, 5|BOZEN|BZ|39100|00390090215||01|N||
LEHRLI02|LEHRLI02|00|AMT FUR LEHRLINGSWESEN|UND MEISTERAUSBILDUNG|DANTESTRASSE, 10|BOZEN|BZ|39100|00390090215||01|N||
LEINER|LEINER|00|LEINER CHRISTIAN||NORDERSTRASSE, 23|MARLING|BZ|39020|01287120214||01|N||
LELITE|LELITE|00|CAFE L'ELITE|DI MARTINA FABIOLA & CO.SAS|VIA CARDUCCI, 3|MERANO|BZ|39012|01578150219|1|01|N||
LEMAYR|LEMAYR|00|LEMAYR BACKEREI||GALVANISTRASSE, 18|BOZEN|BZ|39100|00857300214||01|N||
LEONBURG|LEONBURG|00|LEONBURG|JAKOB BRANDIS|ACKPFEIF, 2|TISENS|BZ|39010|00514500214||01|N||
LOWENW02|LOWENW02|00|RESTAURANT ZUM LOWEN|MATSCHER ALOIS JOSEF|HAUPTSTRASSE,72|TISENS|BZ|39010|01243630215||01|N||
LUNARDI|LUNARDI|00|LUNARDI S.N.C.|DI IEMBO RAFFAELE & C.|CORSO STATI UNITI, 50|PADOVA|PD|35127|02579290285|1||N||
LUTZHO01|LUTZHO01|00|GARNI LUTZ SCHNITZER KG|DES MARKUS SCHNITZER & CO.|LUTZWEG, 6|DORF TIROL|BZ|39019|01742410218||01|N||
MAIA|MAIA|00|FELISATTI E ARCATI SAS|DI FELISATTI MURIANNI ANTONIO|VIA NAZIONALE, 38/40|SINIGO - MERANO|BZ|39010|01173520212|1|01|N||
MAIR|MAIR|00|DESPAR MAIR MATSCHER|DER MATSCHER ALEXANDRA|PRISSIAN, 88|PRISSIAN|BZ|39010|02634090217||01|N||
MAISER|MAISER|00|MAISER VEREINSVERBAND|WALDNER JOSEF|PFARRGASSE, 18|MERAN|BZ|39012|91016810219||01|N||
MAISERBU|MAISERBU|00|MAISER BUEHNE|FRITZ HELMUTH|ALTE LANDSTRASSE, 5|ALGUND|BZ|39022|91032770215||01|N||
MANGIONE|MANGIONE|00|MANGIONE BUFFAGNI LUCIA||VIA NAZIONALE, 70|SINIGO / MERANO|BZ|39012|00177600210|1|01|N||
MARCHESI|MARCHESI|00|MARCHESI PRISKA JOSEFINE||LAHNSTR. 37|RABLAND|BZ|39020|00756160214||01|N||
MARGES01|MARGES01|00|MARGESIN JOSEF||KIRCHWEG,44|LANA|BZ|39011|01218200218||01|N||
MARIA|MARIA|00|RESTAURANT MARIA||FALZEBENSTRASSE, 128|HAFLING|BZ|39010|01565570213||01|N||
MARIATHE|MARIATHE|00|CAFE' MARIA THERESIA|FLEDERSBACHER ANDREAS|RENNWEG, 16|MERAN|BZ|39012|02553270212||01|N||
MARISCO|MARISCO|00|AL MARISCO|PAL D. CORNELI PAOLO & CO. SNC|VICOLO DELLA ROGGIA, 2|MERANO|BZ|39012|02301780215|1|01|N||
MARKETES|MARKETES|00|BAR MARKET ESSO|KIENZL HERBERT KG SAS|NALSERSTRASSE, 30|VILPIAN|BZ|39010|01305700211||01|N||
MASCI|MASCI|00|MASCI||VIA ROMA,1|MERANO|BZ|39012|91015300212|1|01|N||
MAURIZIO|MAURIZIO|00|RIST. DA MAURIZIO|CASAGRANDE MAURIZIO|VIA FORESTALE, 11|SOLDA|BZ|39029|02360790261|1|01|N||
MAXI|MAXI01|00|MAXI C & C  SPA||VIA PALADE, 100|MERANO|BZ|39012|00962450961||01|N||
MAZZET01|MAZZET01|00|GOLDFRUIT SNC||VIA PASSEGGIATA D'INVERNO, 23|MERANO|BZ|39012|01586350215|1|01|N||
MAZZETTO|MAZZETTO|00|GOLDFRUIT SNC||PIAZZA DUOMO|MERANO|BZ|39012|01586350215|1|01|N||
MEDUS|MEDUS|00|MEDUS OHG|D. FRANZ GOGELE & CO.|ST. GEORGENSTRASSE, 7/A|MERAN|BZ|39012|00854110210||01|N||
MEISTE01|MEISTE01|00|WOLFGANG MEISTER & CO.OHG|FILIALE KASTELBELL|HAUPTSTRASSE,19|SCHLANDERS|BZ|39028|01185040217||01|N||
MEMC|MEMC01|00|MEMC ELECTRONIC MATERIAL SPA|A GLOBALWAFERS COMPANY|VIA NAZIONALE, 55|MERANO|BZ|39012|00889590030|1|01|N||
MEMC01|MEMC01|00|MEMC ELECTRONIC MATERIALS SPA|A GLOBALWAFERS COMPANY|VIALE GHERZI, 31|NOVARA|NO|28100|00889590030|1|01|N||
MENDELHO|MENDELHO|00|HOTEL MENDELHOF|FAM.RESO|WINKELWEG,45|MERAN|BZ|39012|00561960212||01|N||
MENSASCO|GEMEIN33|00|MENSA SCOLASTICA TOTI||VIA MONTE TESSA, 14/C|MERANO|BZ|39012|00394920219|1||N||
MERANBRE|MERANBRE|00|MERANBREAK SAS MENSA MEMC|D.MATTIAZZO C.& C.|VIA NAZIONALE,74|SINIGO|BZ|39011|01286660210|1|01|N||
MERANERH|MERANERH|00|HOTEL MERANERHOF GMBH|FAM.EISENKEIL|MANZONISTRASSE,1|MERAN|BZ|39012|01584570210||01|N||
MERANERK|MERANERK|00|MERANERKELLEREI GEN.M.B.H.||MARKUSSTR. 11|MERAN|BZ|39012|00101040210|T|01|N||
MERANOIN|MERANOIN|00|MERANER INN|ENRICO SAS|VIA RESIA, 10|BOLZANO|BZ|39100|02617200213|1|03|N||
MESSORI|MESSORI|00|MESSORI GIOVANNI|FRUTTA|PIAZZA ERBE, 49|BOLZANO|BZ|39100|00661140210|1|01|N||
MGG|MGG|00|M. G. G.  GMBH||FREIHEITSSTRASSE, 27|MERAN|BZ|39012|01267150215||01|N||
MIGNON01|MIGNON03|00|PARK HOTEL MIGNON||GRABMAYRSTRASSE,5|MERAN|BZ|39012|02824360214||01|N|00700|
MILCHB01|MILCHB01|00|FUCHS ROMAN & CO. OHG|MILCHBAR|HOFGASSE, 8|LATSCH|BZ|39021|00748460219||01|N||
MILCHB02|MILCHB02|00|MILCHBAR|EGGER HERMANN & CO OHG|FREIHEITSTRASSE,146|MERAN|BZ|39012|00922670211||01|N||
MILCHHOF|MILCHHOF|00|MILCHHOF MERAN GEN.M.B.H.||SCHOTTERWERKSTRASSE, 5|MERAN|BZ|39012|00101080216||01|N||
MILITARE|MILITARE|00|COM.MIL.REG.TRENT.A.A.|CIRC.UNIFICATO DI MERANO|MENSA OBBL. SERVIZIO|VIA MAINARDO,132 MERANO|BZ|39012|96050290228|1|01|N||
MIMAC|MIMAC|00|MIMAC GMBH||SCHLACHTHOFSTRASSE, 91-93|BOZEN|BZ|39100|00608410213||01|N||
