CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
SPORTARE|SPORTARE|09|SPORTARENA|PFITSCHER GERALD & CO. KG|GANSBODEN, 14-16|ST. LEONHARD IN PASSEIER|BZ|39015|02515010219||03|N||
STEINERH|STEINERH|09|STEINERHOF||PFELDERS 10/D|MOOS IN PASSEIER|BZ|39013|01402500217||03|N||
STULLERH|STULLERH|09|STULLERHOF KG|DES POEHL GEORG & CO.|STULS,2 A|MOOS IN PASSEIER|BZ|39013|01606800215||03|N|00300|
TALLNERA|TALLNERA|09|GASTHAUS TALLNERALM|KOFLER FRANZ|TALL|SCHENNA|BZ|39017|01302890213||03|N||
TANKSTEL|TANKSTEL|09|ENI TANKSTELLE 13134|FOLIE MICHAEL|PASSEIRERSTRASSE, 47|ST. LEONHARD IN PASSEIER|BZ|39015|03056570215||03|N||
TANNENHO|TANNENHO|09|GASTH.TANNENHOF KG|DES PRINOTH STEFAN & CO.|PLATTERSTRASSE, 13|PLATT/MOOS IN PASSEIER|BZ|39013|01084030210||03|N||
THEIS01|THEIS01|09|BAR CAFE THEIS|HOLZKNECHT NORBERT|PASSEIRER STRASSE, 19|ST. LEONHARD IN PASS.|BZ|39015|02736270212||03|N||
THERESIA|THERESIA|09|HOTEL THERESIA|HOLZKNECHT NIKOLAUS|HOHLSTADT, 38|ST. LEONHARD / PASSEIER|BZ|39015|01224320216||03|N||
TIMMELSA|TIMMELSA|09|TIMMELSALM|GUFLER HANSJORG|PLATT, 100|MOOS IN PASSEIER|BZ|39013|02829130216||01|N||
TIROLERH|TIROLERH|09|HOTEL TIROLERHOF - HOLZKNECHT|MICHAEL & BARBARA OHG|KOHLSTATT, 11|ST. LEONHARD / PASSEIER|BZ|39015|02982380210||03|N||
TROMPE01|TROMPE01|09|TROMPEDELLER GEMISCHTWAREN KG|DES TROMPEDELLER BUERNT|MUSEUMSTRASSE, 8|MOOS / PASSEIER|BZ|39013|01069880217||01|N||
TSCHOELL|TSCHOELL|09|SUPERMARKET TSCHOELL KG|TSCHOELL BERNHARD & CO.|DORFSTR.4|ST.MARTIN|BZ|39010|01621630217||03|N||
UNTERW02|UNTERW02|09|HOTEL UNTERWIRT|DER BRAUHOTEL MARTINERHOF OHG|DORFSTRASSE, 35|ST. MARTIN / PASSEIER|BZ|39010|02533570210||03|N||
VALTELE|VALTELE|09|BERGGASTHOF VALTELEHOF|MARTH MARLIES|FLON-MATATZ, 34|ST. MARTIN IN PASS.|BZ|39010|02532250210||01|N||
WANSERHO|WANSERHO|09|JAUSENSTATION WANSERHOF|GUFLER STEFAN|WALTEN, 43|ST. LEONHARD|BZ|39015|02621840210||01|N||
WEIHERHO|WEIHERHO|09|GASTHOF WEIHERHOF|RAFFL MAX PAUL|MATATZSTRASSE, 35|ST. MARTIN / FLON|BZ|39010|00394070213||03|N||
WEINLADE|WEINLADE|09|PRUNSTER FRANZ OHG|DES PRUNSTER THOMAS & CO.|JAUFENSTRASSE, 19|ST. LEONHARD|BZ|39015|01192320214||01|N||
WEISSESK|WEISSESK|09|GASTHOF WEISSES KREUZ||PFLEDERS,11|MOOS/PASSEIER|BZ|39013|01480230216||03|N||
WEZL|WEZL|09|GRILLSTUBEN WEZL|WEZL KG DES KOFLER JOCHEN & CO.|JAUFENSTRASSE, 37|RIFFIAN|BZ|39010|02337420216||01|N||
WIDMANN|WIDMANN|09|STULLER LADEN|WIDMANN ULRIKE BRIGITTE|STULS, 3 A|STULS|BZ|39013|02916710219||03|N||
ZENTRAL|ZENTRAL|09|CAFE BISTRO ZENTRAL|DES HOFER SIEGFRIED|PASSEIRERSTRASSE, 25|ST. LEONHARD IN PASSEIER|BZ|39015|03238790210||03|N||
ZEPPICHL|ZEPPICHL|09|GASTHOF ZEPPICHL|SCHWEIGL LUKAS & CO. KG|ZEPPICHLER STRASSE, 25|MOOS IN PASSEIER|BZ|39013|02817650217||03|N||
ZWICKAUE|ZWICKAUE|09|ZWICKAUERHUTTE HEILEI KG|LEITNER HEINRICH & CO.|OSWALDWEG, 1 A|BOZEN|BZ|39100|03001080211||01|N||
